Rank,Pair,Symbol_Y,Symbol_X,Score,Score_rt_frequency,Score_beta_smoothness,Score_window_reversion,Score_regime_stability,Score_adf,Score_kurtosis_penalty,RT_Total,RT_Signals,RT_Completion,RT_Annual_Freq,Best_Ref_Lookback,Lookback_Scan,Delta_Beta_Std,Delta_Beta_Rel,Beta_Mean,Beta_CV,WRS_Pct_Fast,WRS_Median_HL,WRS_N_Windows,Regime_Quality,Regime_Total,Regime_Consistency,Regime_Detail,ADF_Pvalue,Spread_Kurtosis,Overlap_Days
127,LTCUSDT-AAVEUSDT,LTCUSDT,AAVEUSDT,76.81,9.8,2.86,0.0,14.15,50.0,-0.0,43,64,0.6719,11.721,100,"[{""lookback"": 100, ""n_rt"": 43, ""n_sig"": 64, ""rt_comp"": 0.671875, ""rt_annual"": 11.72070895522388, ""rt_per_bar"": 0.030714285714285715, ""lb_stability_bonus"": 1.0, ""combined"": 0.01691504440769308}, {""lookback"": 130, ""n_rt"": 45, ""n_sig"": 72, ""rt_comp"": 0.625, ""rt_annual"": 12.54675572519084, ""rt_per_bar"": 0.032846715328467155, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.016893699863156912}, {""lookback"": 155, ""n_rt"": 37, ""n_sig"": 66, ""rt_comp"": 0.5606060606060606, ""rt_annual"": 10.51692607003891, ""rt_per_bar"": 0.0275092936802974, ""lb_stability_bonus"": 1.075, ""combined"": 0.012412938016620476}, {""lookback"": 180, ""n_rt"": 32, ""n_sig"": 64, ""rt_comp"": 0.5, ""rt_annual"": 9.276190476190475, ""rt_per_bar"": 0.024242424242424242, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.009506008518430722}, {""lookback"": 210, ""n_rt"": 30, ""n_sig"": 59, ""rt_comp"": 0.5084745762711864, ""rt_annual"": 8.908536585365853, ""rt_per_bar"": 0.023255813953488372, ""lb_stability_bonus"": 1.15, ""combined"": 0.009696907422949977}]",0.017169,0.037906,0.452932,0.7516,0.0526,17.6,19,4,4,0.859,"[{""regime"": 1, ""n_rt"": 9, ""n_sig"": 14, ""completion"": 0.6428571428571429, ""annual_freq"": 9.842065868263473}, {""regime"": 2, ""n_rt"": 15, ""n_sig"": 18, ""completion"": 0.8333333333333334, ""annual_freq"": 16.403443113772454}, {""regime"": 3, ""n_rt"": 12, ""n_sig"": 19, ""completion"": 0.631578947368421, ""annual_freq"": 13.122754491017963}, {""regime"": 4, ""n_rt"": 7, ""n_sig"": 13, ""completion"": 0.5384615384615384, ""annual_freq"": 7.6320895522388055}]",1e-06,0.1732,1499
128,JUPUSDT-POLUSDT,JUPUSDT,POLUSDT,76.81,10.0,3.0,0.0,13.81,50.0,-0.0,16,19,0.8421,14.87,130,"[{""lookback"": 100, ""n_rt"": 13, ""n_sig"": 18, ""rt_comp"": 0.7222222222222222, ""rt_annual"": 11.225177304964538, ""rt_per_bar"": 0.026915113871635612, ""lb_stability_bonus"": 1.0, ""combined"": 0.01651971278654207}, {""lookback"": 130, ""n_rt"": 16, ""n_sig"": 19, ""rt_comp"": 0.8421052631578947, ""rt_annual"": 14.870229007633588, ""rt_per_bar"": 0.03532008830022075, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.028410845257935535}, {""lookback"": 155, ""n_rt"": 12, ""n_sig"": 15, ""rt_comp"": 0.8, ""rt_annual"": 11.910326086956523, ""rt_per_bar"": 0.028037383177570093, ""lb_stability_bonus"": 1.075, ""combined"": 0.02156656217551199}, {""lookback"": 180, ""n_rt"": 9, ""n_sig"": 13, ""rt_comp"": 0.6923076923076923, ""rt_annual"": 9.583819241982507, ""rt_per_bar"": 0.022332506203473945, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.014267679481938904}, {""lookback"": 210, ""n_rt"": 7, ""n_sig"": 10, ""rt_comp"": 0.7, ""rt_annual"": 8.1685303514377, ""rt_per_bar"": 0.01876675603217158, ""lb_stability_bonus"": 1.15, ""combined"": 0.012639622652867331}]",0.011076,0.012463,0.888715,0.328,0.0,12.27,4,4,4,0.8024,"[{""regime"": 1, ""n_rt"": 3, ""n_sig"": 5, ""completion"": 0.6, ""annual_freq"": 11.296391752577321}, {""regime"": 2, ""n_rt"": 5, ""n_sig"": 5, ""completion"": 1.0, ""annual_freq"": 18.827319587628867}, {""regime"": 3, ""n_rt"": 6, ""n_sig"": 7, ""completion"": 0.8571428571428571, ""annual_freq"": 22.592783505154642}, {""regime"": 4, ""n_rt"": 2, ""n_sig"": 3, ""completion"": 0.6666666666666666, ""annual_freq"": 7.378787878787878}]",0.000531,-0.013,582
129,ETHUSDT-ADAUSDT,ETHUSDT,ADAUSDT,76.81,9.6,3.0,0.0,14.2,50.0,-0.0,40,62,0.6452,10.903,100,"[{""lookback"": 100, ""n_rt"": 40, ""n_sig"": 62, ""rt_comp"": 0.6451612903225806, ""rt_annual"": 10.902985074626866, ""rt_per_bar"": 0.02857142857142857, ""lb_stability_bonus"": 1.0, ""combined"": 0.014805886247050669}, {""lookback"": 130, ""n_rt"": 35, ""n_sig"": 62, ""rt_comp"": 0.5645161290322581, ""rt_annual"": 9.758587786259541, ""rt_per_bar"": 0.025547445255474453, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.011279109450367555}, {""lookback"": 155, ""n_rt"": 27, ""n_sig"": 61, ""rt_comp"": 0.4426229508196721, ""rt_annual"": 7.674513618677042, ""rt_per_bar"": 0.020074349442379184, ""lb_stability_bonus"": 1.075, ""combined"": 0.006354784649445943}, {""lookback"": 180, ""n_rt"": 16, ""n_sig"": 52, ""rt_comp"": 0.3076923076923077, ""rt_annual"": 4.638095238095238, ""rt_per_bar"": 0.012121212121212121, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.0022945004938157393}, {""lookback"": 210, ""n_rt"": 25, ""n_sig"": 60, ""rt_comp"": 0.4166666666666667, ""rt_annual"": 7.423780487804878, ""rt_per_bar"": 0.01937984496124031, ""lb_stability_bonus"": 1.15, ""combined"": 0.005994200646181268}]",0.020162,0.026932,0.748637,0.5399,0.0,31.11,19,4,4,0.8674,"[{""regime"": 1, ""n_rt"": 9, ""n_sig"": 11, ""completion"": 0.8181818181818182, ""annual_freq"": 9.842065868263473}, {""regime"": 2, ""n_rt"": 9, ""n_sig"": 15, ""completion"": 0.6, ""annual_freq"": 9.842065868263473}, {""regime"": 3, ""n_rt"": 14, ""n_sig"": 19, ""completion"": 0.7368421052631579, ""annual_freq"": 15.309880239520957}, {""regime"": 4, ""n_rt"": 7, ""n_sig"": 17, ""completion"": 0.4117647058823529, ""annual_freq"": 7.6320895522388055}]",0.000123,0.5962,1499
130,ATOMUSDT-FETUSDT,ATOMUSDT,FETUSDT,76.79,9.54,3.0,0.0,14.26,50.0,-0.0,42,66,0.6364,12.472,210,"[{""lookback"": 100, ""n_rt"": 36, ""n_sig"": 64, ""rt_comp"": 0.5625, ""rt_annual"": 9.812686567164178, ""rt_per_bar"": 0.025714285714285714, ""lb_stability_bonus"": 1.0, ""combined"": 0.010848214285714286}, {""lookback"": 130, ""n_rt"": 37, ""n_sig"": 68, ""rt_comp"": 0.5441176470588235, ""rt_annual"": 10.316221374045801, ""rt_per_bar"": 0.027007299270072994, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.011283223101550692}, {""lookback"": 155, ""n_rt"": 27, ""n_sig"": 54, ""rt_comp"": 0.5, ""rt_annual"": 7.674513618677042, ""rt_per_bar"": 0.020074349442379184, ""lb_stability_bonus"": 1.075, ""combined"": 0.007629655882505406}, {""lookback"": 180, ""n_rt"": 33, ""n_sig"": 58, ""rt_comp"": 0.5689655172413793, ""rt_annual"": 9.566071428571428, ""rt_per_bar"": 0.025, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.011899701671592175}, {""lookback"": 210, ""n_rt"": 42, ""n_sig"": 66, ""rt_comp"": 0.6363636363636364, ""rt_annual"": 12.471951219512194, ""rt_per_bar"": 0.03255813953488372, ""lb_stability_bonus"": 1.15, ""combined"": 0.01900708219217936}]",0.006176,0.017227,0.35849,0.636,0.0,44.47,17,4,4,0.8763,"[{""regime"": 1, ""n_rt"": 7, ""n_sig"": 13, ""completion"": 0.5384615384615384, ""annual_freq"": 8.355392156862745}, {""regime"": 2, ""n_rt"": 9, ""n_sig"": 14, ""completion"": 0.6428571428571429, ""annual_freq"": 10.742647058823529}, {""regime"": 3, ""n_rt"": 13, ""n_sig"": 20, ""completion"": 0.65, ""annual_freq"": 15.517156862745098}, {""regime"": 4, ""n_rt"": 13, ""n_sig"": 19, ""completion"": 0.6842105263157895, ""annual_freq"": 15.366504854368932}]",0.008861,0.0462,1499
131,LINKUSDT-ATOMUSDT,LINKUSDT,ATOMUSDT,76.79,9.19,2.94,0.23,14.44,50.0,-0.0,40,68,0.5882,10.903,100,"[{""lookback"": 100, ""n_rt"": 40, ""n_sig"": 68, ""rt_comp"": 0.5882352941176471, ""rt_annual"": 10.902985074626866, ""rt_per_bar"": 0.02857142857142857, ""lb_stability_bonus"": 1.0, ""combined"": 0.012890167879787738}, {""lookback"": 130, ""n_rt"": 35, ""n_sig"": 60, ""rt_comp"": 0.5833333333333334, ""rt_annual"": 9.758587786259541, ""rt_per_bar"": 0.025547445255474453, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.011847738763801217}, {""lookback"": 155, ""n_rt"": 31, ""n_sig"": 57, ""rt_comp"": 0.543859649122807, ""rt_annual"": 8.81147859922179, ""rt_per_bar"": 0.023048327137546468, ""lb_stability_bonus"": 1.075, ""combined"": 0.00993752263771452}, {""lookback"": 180, ""n_rt"": 33, ""n_sig"": 58, ""rt_comp"": 0.5689655172413793, ""rt_annual"": 9.566071428571428, ""rt_per_bar"": 0.025, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.011899701671592175}, {""lookback"": 210, ""n_rt"": 32, ""n_sig"": 59, ""rt_comp"": 0.5423728813559322, ""rt_annual"": 9.502439024390243, ""rt_per_bar"": 0.024806201550387597, ""lb_stability_bonus"": 1.15, ""combined"": 0.01139475674720342}]",0.025093,0.033486,0.749364,0.6196,0.2105,21.16,19,4,4,0.9065,"[{""regime"": 1, ""n_rt"": 11, ""n_sig"": 15, ""completion"": 0.7333333333333333, ""annual_freq"": 12.029191616766466}, {""regime"": 2, ""n_rt"": 10, ""n_sig"": 20, ""completion"": 0.5, ""annual_freq"": 10.93562874251497}, {""regime"": 3, ""n_rt"": 12, ""n_sig"": 18, ""completion"": 0.6666666666666666, ""annual_freq"": 13.122754491017963}, {""regime"": 4, ""n_rt"": 7, ""n_sig"": 16, ""completion"": 0.4375, ""annual_freq"": 7.6320895522388055}]",2e-06,1.092,1499
132,ADAUSDT-OPUSDT,ADAUSDT,OPUSDT,76.76,9.17,3.0,2.04,13.84,50.0,-1.3,34,58,0.5862,10.113,130,"[{""lookback"": 100, ""n_rt"": 35, ""n_sig"": 60, ""rt_comp"": 0.5833333333333334, ""rt_annual"": 10.161963434022256, ""rt_per_bar"": 0.026555386949924126, ""lb_stability_bonus"": 1.0, ""combined"": 0.011831173550667897}, {""lookback"": 130, ""n_rt"": 34, ""n_sig"": 58, ""rt_comp"": 0.5862068965517241, ""rt_annual"": 10.112785016286646, ""rt_per_bar"": 0.026397515527950312, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.012332531708313227}, {""lookback"": 155, ""n_rt"": 30, ""n_sig"": 54, ""rt_comp"": 0.5555555555555556, ""rt_annual"": 9.108478802992519, ""rt_per_bar"": 0.023752969121140142, ""lb_stability_bonus"": 1.075, ""combined"": 0.010573471785925371}, {""lookback"": 180, ""n_rt"": 32, ""n_sig"": 60, ""rt_comp"": 0.5333333333333333, ""rt_annual"": 9.921901528013581, ""rt_per_bar"": 0.025848142164781908, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.01116592151955833}, {""lookback"": 210, ""n_rt"": 30, ""n_sig"": 57, ""rt_comp"": 0.5263157894736842, ""rt_annual"": 9.544860627177702, ""rt_per_bar"": 0.024834437086092714, ""lb_stability_bonus"": 1.15, ""combined"": 0.01090490180759646}]",0.017484,0.027012,0.64728,0.6897,0.2941,26.69,17,4,4,0.8071,"[{""regime"": 1, ""n_rt"": 8, ""n_sig"": 15, ""completion"": 0.5333333333333333, ""annual_freq"": 9.549019607843137}, {""regime"": 2, ""n_rt"": 14, ""n_sig"": 19, ""completion"": 0.7368421052631579, ""annual_freq"": 16.71078431372549}, {""regime"": 3, ""n_rt"": 6, ""n_sig"": 12, ""completion"": 0.5, ""annual_freq"": 7.161764705882353}, {""regime"": 4, ""n_rt"": 6, ""n_sig"": 13, ""completion"": 0.46153846153846156, ""annual_freq"": 7.138436482084691}]",0.001743,3.7787,1417
133,INJUSDT-SNXUSDT,INJUSDT,SNXUSDT,76.76,9.5,2.69,0.0,14.58,50.0,-0.0,41,65,0.6308,11.176,100,"[{""lookback"": 100, ""n_rt"": 41, ""n_sig"": 65, ""rt_comp"": 0.6307692307692307, ""rt_annual"": 11.175559701492537, ""rt_per_bar"": 0.029285714285714286, ""lb_stability_bonus"": 1.0, ""combined"": 0.014671062632666005}, {""lookback"": 130, ""n_rt"": 34, ""n_sig"": 62, ""rt_comp"": 0.5483870967741935, ""rt_annual"": 9.479770992366412, ""rt_per_bar"": 0.024817518248175182, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.010490640212973544}, {""lookback"": 155, ""n_rt"": 32, ""n_sig"": 63, ""rt_comp"": 0.5079365079365079, ""rt_annual"": 9.095719844357976, ""rt_per_bar"": 0.02379182156133829, ""lb_stability_bonus"": 1.075, ""combined"": 0.00925870616540813}, {""lookback"": 180, ""n_rt"": 33, ""n_sig"": 63, ""rt_comp"": 0.5238095238095238, ""rt_annual"": 9.566071428571428, ""rt_per_bar"": 0.025, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.010511561602809645}, {""lookback"": 210, ""n_rt"": 33, ""n_sig"": 63, ""rt_comp"": 0.5238095238095238, ""rt_annual"": 9.799390243902439, ""rt_per_bar"": 0.02558139534883721, ""lb_stability_bonus"": 1.15, ""combined"": 0.011152754838207867}]",0.033711,0.047789,0.70541,0.8292,0.1579,23.7,19,4,4,0.9293,"[{""regime"": 1, ""n_rt"": 12, ""n_sig"": 17, ""completion"": 0.7058823529411765, ""annual_freq"": 13.122754491017963}, {""regime"": 2, ""n_rt"": 10, ""n_sig"": 17, ""completion"": 0.5882352941176471, ""annual_freq"": 10.93562874251497}, {""regime"": 3, ""n_rt"": 10, ""n_sig"": 15, ""completion"": 0.6666666666666666, ""annual_freq"": 10.93562874251497}, {""regime"": 4, ""n_rt"": 8, ""n_sig"": 16, ""completion"": 0.5, ""annual_freq"": 8.722388059701492}]",7.3e-05,1.2129,1499
134,AVAXUSDT-APTUSDT,AVAXUSDT,APTUSDT,76.76,9.47,3.0,0.0,14.43,50.0,-0.14,32,51,0.6275,11.26,180,"[{""lookback"": 100, ""n_rt"": 33, ""n_sig"": 51, ""rt_comp"": 0.6470588235294118, ""rt_annual"": 10.781082289803221, ""rt_per_bar"": 0.02801358234295416, ""lb_stability_bonus"": 1.0, ""combined"": 0.014580898779285095}, {""lookback"": 130, ""n_rt"": 33, ""n_sig"": 53, ""rt_comp"": 0.6226415094339622, ""rt_annual"": 11.078354779411764, ""rt_per_bar"": 0.028745644599303136, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.014700833496839046}, {""lookback"": 155, ""n_rt"": 31, ""n_sig"": 51, ""rt_comp"": 0.6078431372549019, ""rt_annual"": 10.651693320790216, ""rt_per_bar"": 0.027604630454140695, ""lb_stability_bonus"": 1.075, ""combined"": 0.014062990339588405}, {""lookback"": 180, ""n_rt"": 32, ""n_sig"": 51, ""rt_comp"": 0.6274509803921569, ""rt_annual"": 11.260115606936417, ""rt_per_bar"": 0.029143897996357013, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.0160651389821052}, {""lookback"": 210, ""n_rt"": 31, ""n_sig"": 52, ""rt_comp"": 0.5961538461538461, ""rt_annual"": 11.232886904761905, ""rt_per_bar"": 0.02902621722846442, ""lb_stability_bonus"": 1.15, ""combined"": 0.01536476091624394}]",0.011306,0.012877,0.878059,0.6092,0.0714,26.5,14,4,4,0.9046,"[{""regime"": 1, ""n_rt"": 10, ""n_sig"": 16, ""completion"": 0.625, ""annual_freq"": 14.156976744186046}, {""regime"": 2, ""n_rt"": 8, ""n_sig"": 11, ""completion"": 0.7272727272727273, ""annual_freq"": 11.325581395348836}, {""regime"": 3, ""n_rt"": 6, ""n_sig"": 13, ""completion"": 0.46153846153846156, ""annual_freq"": 8.494186046511627}, {""regime"": 4, ""n_rt"": 7, ""n_sig"": 11, ""completion"": 0.6363636363636364, ""annual_freq"": 9.795977011494251}]",0.000367,3.0835,1277
135,LTCUSDT-OPUSDT,LTCUSDT,OPUSDT,76.76,9.91,2.84,0.0,14.02,50.0,-0.0,44,64,0.6875,12.775,100,"[{""lookback"": 100, ""n_rt"": 44, ""n_sig"": 64, ""rt_comp"": 0.6875, ""rt_annual"": 12.77503974562798, ""rt_per_bar"": 0.03338391502276176, ""lb_stability_bonus"": 1.0, ""combined"": 0.019030330028120417}, {""lookback"": 130, ""n_rt"": 32, ""n_sig"": 57, ""rt_comp"": 0.5614035087719298, ""rt_annual"": 9.517915309446254, ""rt_per_bar"": 0.024844720496894408, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.010878264162018727}, {""lookback"": 155, ""n_rt"": 40, ""n_sig"": 66, ""rt_comp"": 0.6060606060606061, ""rt_annual"": 12.144638403990024, ""rt_per_bar"": 0.03167062549485352, ""lb_stability_bonus"": 1.075, ""combined"": 0.016063463422320824}, {""lookback"": 180, ""n_rt"": 27, ""n_sig"": 57, ""rt_comp"": 0.47368421052631576, ""rt_annual"": 8.37160441426146, ""rt_per_bar"": 0.021809369951534735, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.007885761313965272}, {""lookback"": 210, ""n_rt"": 25, ""n_sig"": 54, ""rt_comp"": 0.46296296296296297, ""rt_annual"": 7.954050522648084, ""rt_per_bar"": 0.020695364238410598, ""lb_stability_bonus"": 1.15, ""combined"": 0.0074970479409620415}]",0.015057,0.039164,0.384445,0.7446,0.0,19.97,18,4,4,0.8361,"[{""regime"": 1, ""n_rt"": 12, ""n_sig"": 17, ""completion"": 0.7058823529411765, ""annual_freq"": 14.003194888178914}, {""regime"": 2, ""n_rt"": 10, ""n_sig"": 15, ""completion"": 0.6666666666666666, ""annual_freq"": 11.669329073482428}, {""regime"": 3, ""n_rt"": 16, ""n_sig"": 21, ""completion"": 0.7619047619047619, ""annual_freq"": 18.670926517571885}, {""regime"": 4, ""n_rt"": 6, ""n_sig"": 11, ""completion"": 0.5454545454545454, ""annual_freq"": 6.935126582278481}]",3.2e-05,0.905,1417
136,FILUSDT-RUNEUSDT,FILUSDT,RUNEUSDT,76.74,9.52,3.0,0.0,14.23,50.0,-0.0,38,60,0.6333,10.801,155,"[{""lookback"": 100, ""n_rt"": 35, ""n_sig"": 51, ""rt_comp"": 0.6862745098039216, ""rt_annual"": 9.540111940298507, ""rt_per_bar"": 0.025, ""lb_stability_bonus"": 1.0, ""combined"": 0.014213034527099506}, {""lookback"": 130, ""n_rt"": 29, ""n_sig"": 53, ""rt_comp"": 0.5471698113207547, ""rt_annual"": 8.085687022900762, ""rt_per_bar"": 0.021167883211678833, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.008918122318294749}, {""lookback"": 155, ""n_rt"": 38, ""n_sig"": 60, ""rt_comp"": 0.6333333333333333, ""rt_annual"": 10.801167315175096, ""rt_per_bar"": 0.02825278810408922, ""lb_stability_bonus"": 1.075, ""combined"": 0.015307994442357841}, {""lookback"": 180, ""n_rt"": 30, ""n_sig"": 55, ""rt_comp"": 0.5454545454545454, ""rt_annual"": 8.696428571428571, ""rt_per_bar"": 0.022727272727272728, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.010154354402352166}, {""lookback"": 210, ""n_rt"": 34, ""n_sig"": 59, ""rt_comp"": 0.576271186440678, ""rt_annual"": 10.096341463414634, ""rt_per_bar"": 0.02635658914728682, ""lb_stability_bonus"": 1.15, ""combined"": 0.013259507863247496}]",0.011216,0.019133,0.586218,0.556,0.0556,31.05,18,4,4,0.8711,"[{""regime"": 1, ""n_rt"": 8, ""n_sig"": 17, ""completion"": 0.47058823529411764, ""annual_freq"": 9.13125}, {""regime"": 2, ""n_rt"": 6, ""n_sig"": 12, ""completion"": 0.5, ""annual_freq"": 6.8484375}, {""regime"": 3, ""n_rt"": 12, ""n_sig"": 18, ""completion"": 0.6666666666666666, ""annual_freq"": 13.696875}, {""regime"": 4, ""n_rt"": 11, ""n_sig"": 13, ""completion"": 0.8461538461538461, ""annual_freq"": 12.477484472049689}]",0.00047,0.4841,1499
137,ETCUSDT-APTUSDT,ETCUSDT,APTUSDT,76.73,9.52,3.0,2.89,11.32,50.0,-0.0,33,52,0.6346,11.078,130,"[{""lookback"": 100, ""n_rt"": 31, ""n_sig"": 48, ""rt_comp"": 0.6458333333333334, ""rt_annual"": 10.12768336314848, ""rt_per_bar"": 0.02631578947368421, ""lb_stability_bonus"": 1.0, ""combined"": 0.013658313851918019}, {""lookback"": 130, ""n_rt"": 33, ""n_sig"": 52, ""rt_comp"": 0.6346153846153846, ""rt_annual"": 11.078354779411764, ""rt_per_bar"": 0.028745644599303136, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.0151269282757794}, {""lookback"": 155, ""n_rt"": 29, ""n_sig"": 51, ""rt_comp"": 0.5686274509803921, ""rt_annual"": 9.964487300094074, ""rt_per_bar"": 0.025823686553873553, ""lb_stability_bonus"": 1.075, ""combined"": 0.011903329033430742}, {""lookback"": 180, ""n_rt"": 29, ""n_sig"": 50, ""rt_comp"": 0.58, ""rt_annual"": 10.204479768786127, ""rt_per_bar"": 0.026411657559198543, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.012939121579861712}, {""lookback"": 210, ""n_rt"": 26, ""n_sig"": 44, ""rt_comp"": 0.5909090909090909, ""rt_annual"": 9.421130952380953, ""rt_per_bar"": 0.024344569288389514, ""lb_stability_bonus"": 1.15, ""combined"": 0.012716890824703921}]",0.010947,0.021169,0.517104,0.4582,0.3333,20.96,15,3,4,0.7613,"[{""regime"": 1, ""n_rt"": 11, ""n_sig"": 13, ""completion"": 0.8461538461538461, ""annual_freq"": 14.825645756457563}, {""regime"": 2, ""n_rt"": 11, ""n_sig"": 15, ""completion"": 0.7333333333333333, ""annual_freq"": 14.825645756457563}, {""regime"": 3, ""n_rt"": 2, ""n_sig"": 11, ""completion"": 0.18181818181818182, ""annual_freq"": 2.695571955719557}, {""regime"": 4, ""n_rt"": 7, ""n_sig"": 13, ""completion"": 0.5384615384615384, ""annual_freq"": 9.399816176470589}]",0.001775,0.65,1277
138,LINKUSDT-SEIUSDT,LINKUSDT,SEIUSDT,76.72,9.09,2.9,0.0,14.73,50.0,-0.0,23,40,0.575,10.27,100,"[{""lookback"": 100, ""n_rt"": 23, ""n_sig"": 40, ""rt_comp"": 0.575, ""rt_annual"": 10.26986552567237, ""rt_per_bar"": 0.02619589977220957, ""lb_stability_bonus"": 1.0, ""combined"": 0.011421814094257602}, {""lookback"": 130, ""n_rt"": 16, ""n_sig"": 36, ""rt_comp"": 0.4444444444444444, ""rt_annual"": 7.416243654822336, ""rt_per_bar"": 0.018867924528301886, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.005819198272028461}, {""lookback"": 155, ""n_rt"": 15, ""n_sig"": 34, ""rt_comp"": 0.4411764705882353, ""rt_annual"": 7.180537352555702, ""rt_per_bar"": 0.018226002430133656, ""lb_stability_bonus"": 1.075, ""combined"": 0.005741407881138157}, {""lookback"": 180, ""n_rt"": 12, ""n_sig"": 32, ""rt_comp"": 0.375, ""rt_annual"": 5.939024390243902, ""rt_per_bar"": 0.015037593984962405, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.003829943804932686}, {""lookback"": 210, ""n_rt"": 10, ""n_sig"": 30, ""rt_comp"": 0.3333333333333333, ""rt_annual"": 5.158898305084746, ""rt_per_bar"": 0.013020833333333334, ""lb_stability_bonus"": 1.15, ""combined"": 0.002881739624861413}]",0.018631,0.035558,0.523963,0.4625,0.0909,34.6,11,4,4,0.9545,"[{""regime"": 1, ""n_rt"": 5, ""n_sig"": 9, ""completion"": 0.5555555555555556, ""annual_freq"": 8.996305418719212}, {""regime"": 2, ""n_rt"": 6, ""n_sig"": 13, ""completion"": 0.46153846153846156, ""annual_freq"": 10.795566502463055}, {""regime"": 3, ""n_rt"": 5, ""n_sig"": 9, ""completion"": 0.5555555555555556, ""annual_freq"": 8.996305418719212}, {""regime"": 4, ""n_rt"": 6, ""n_sig"": 9, ""completion"": 0.6666666666666666, ""annual_freq"": 10.638349514563107}]",0.00725,0.9775,977
139,ATOMUSDT-LTCUSDT,ATOMUSDT,LTCUSDT,76.72,9.79,2.87,0.0,14.06,50.0,-0.0,47,70,0.6714,12.811,100,"[{""lookback"": 100, ""n_rt"": 47, ""n_sig"": 70, ""rt_comp"": 0.6714285714285714, ""rt_annual"": 12.811007462686566, ""rt_per_bar"": 0.03357142857142857, ""lb_stability_bonus"": 1.0, ""combined"": 0.01847011285885555}, {""lookback"": 130, ""n_rt"": 43, ""n_sig"": 68, ""rt_comp"": 0.6323529411764706, ""rt_annual"": 11.98912213740458, ""rt_per_bar"": 0.031386861313868614, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.016428579142176124}, {""lookback"": 155, ""n_rt"": 35, ""n_sig"": 66, ""rt_comp"": 0.5303030303030303, ""rt_annual"": 9.948443579766536, ""rt_per_bar"": 0.026022304832713755, ""lb_stability_bonus"": 1.075, ""combined"": 0.010802900784351843}, {""lookback"": 180, ""n_rt"": 36, ""n_sig"": 63, ""rt_comp"": 0.5714285714285714, ""rt_annual"": 10.435714285714285, ""rt_per_bar"": 0.02727272727272727, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.013065879303081666}, {""lookback"": 210, ""n_rt"": 32, ""n_sig"": 59, ""rt_comp"": 0.5423728813559322, ""rt_annual"": 9.502439024390243, ""rt_per_bar"": 0.024806201550387597, ""lb_stability_bonus"": 1.15, ""combined"": 0.01139475674720342}]",0.033407,0.037321,0.895134,0.7293,0.0,18.33,19,4,4,0.8426,"[{""regime"": 1, ""n_rt"": 10, ""n_sig"": 16, ""completion"": 0.625, ""annual_freq"": 10.93562874251497}, {""regime"": 2, ""n_rt"": 17, ""n_sig"": 22, ""completion"": 0.7727272727272727, ""annual_freq"": 18.590568862275447}, {""regime"": 3, ""n_rt"": 7, ""n_sig"": 15, ""completion"": 0.4666666666666667, ""annual_freq"": 7.654940119760479}, {""regime"": 4, ""n_rt"": 13, ""n_sig"": 17, ""completion"": 0.7647058823529411, ""annual_freq"": 14.173880597014925}]",1.3e-05,0.6426,1499
